3.378322351791719029e+02 2.192164113472435929e+03 2.123791043293339317e+04 1.562539044251924679e+04 7.377887994233176414e+02 1.763203546569859554e+02 1.384367656250000000e+05
2.943237728383498961e+02 1.856125720896501662e+03 2.903758523972633338e+04 1.809714824314062571e+04 8.887149727349083150e+02 1.445303767351256568e+02 1.290357148437500000e+05
3.433245421741895598e+02 2.728496387710622912e+03 2.395323448267660206e+04 1.677201361611120956e+04 6.006726066920466565e+02 1.745320510049182872e+02 1.408336445312500000e+05
2.538271597819277190e+02 1.862204426877653987e+03 2.023627949132287176e+04 2.297071626753214514e+04 7.480605183599379870e+02 1.586486020101912686e+02 1.418887460937500000e+05
3.425397067228984724e+02 2.584459017992873669e+03 3.040410473703143361e+04 1.317207065031195089e+04 6.073051953178018039e+02 1.365307609317227389e+02 1.368701132812500000e+05
3.472994273879966158e+02 2.870380444794706818e+03 3.103333580465812702e+04 9.606195137502030775e+03 3.710027055819865609e+02 1.166222576245277338e+02 1.367780078125000000e+05
3.061204913016904356e+02 2.627394338222707120e+03 3.700894253628705337e+04 1.707417840575677837e+04 6.119383017067871151e+02 1.006494058115175108e+02 1.454228398437500000e+05
3.243105606469218856e+02 2.206461973366961502e+03 2.356995282898725418e+04 1.804471086323619238e+04 6.636451180562430636e+02 1.459613589233316588e+02 1.417157656250000000e+05
3.242806877437375874e+02 1.573775647092186773e+03 1.517747695582200686e+04 1.134316355239015320e+04 6.461483309222091975e+02 1.979251640941726578e+02 1.301862695312500000e+05
3.051901974093036642e+02 1.528298354716630911e+03 1.809771506079802202e+04 1.373184689635663744e+04 7.553067273431571493e+02 1.808203260210516135e+02 1.338182812500000000e+05
4.583702571881846097e+02 3.365906350349049717e+03 1.830554477110973676e+04 6.352220368900016183e+03 2.501295314680026536e+02 1.089402129459755031e+02 1.435051757812500000e+05
